"data.wydania";"data.ogloszenia";"data.wykonania";"organ.wlasciwy";"ocena.konstytucyjnosci";"status.orzeczenia";"tytul.orzeczenia";"akty.prawne";"dane.orzeczenia";"dokumenty.w.sprawie"
2015-11-04;2015-11-18;NA;"";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Zmiana przepisów regulujących funkcjonowanie otwartych funduszy emerytalnych.";"Dz.U. 2013 r. poz. 1717Ustawa z dnia 6 grudnia 2013 r. o zmianie niektórych ustaw w związku z określeniem zasad wypłaty emerytur ze środków zgromadzonych w otwartych funduszach emerytalnych
Dz.U. 2013 r. poz. 1442Ustawa z dnia 13 października 1998 r. o systemie ubezpieczeń społecznych
Dz.U. 2013 r. poz. 989USTAWA z dnia 28 sierpnia 1997 r. o organizacji i funkcjonowaniu funduszy emerytalnych";"K 1/14
Data wydania:2015-11-04
Dz.U. 2015 r. poz. 1917
Data ogłoszenia:2015-11-18";"[Pokaż szczegóły]"
2015-10-28;2015-11-04;NA;"Minister Finansów";"niezgodny";"Niewykonane";"Podatek dochodowy od osób fizycznych - kwota zmniejszająca podatek";"Dz.U. 2012 r. poz. 361Ustawa z dnia 26 lipca 1991 r. o podatku dochodowym od osób fizycznych";"K 21/14
Data wydania:2015-10-28
Dz.U. 2015 r. poz. 1784
Data ogłoszenia:2015-11-04";"[Pokaż szczegóły]

ANALIZA
K 21/14"
2015-10-28;2015-12-02;NA;"Minister Sprawiedliwości";"niezgodny";"Niewykonane";"Przeciwdziałanie narkomanii; przepadek przedmiotu przestępstwa oraz przedmiotów i narzędzi, które służyły lub były przeznaczone do jego popełnienia, nawet jeżeli nie były one własnością sprawcy, niezależnie od winy osoby będącej właścicielem przedmiotu objętego przepadkiem ";"Dz.U. 2015 r. poz. 875Ustawa z dnia 24 kwietnia 2015 r. o zmianie ustawy o przeciwdziałaniu narkomanii oraz niektórych innych ustaw
Dz.U. 2012 r. poz. 124Ustawa z dnia 29 lipca 2005 r. o przeciwdziałaniu narkomanii";"SK 59/13
Data wydania:2015-10-28
Dz.U. 2015 r. poz. 2014
Data ogłoszenia:2015-12-02";"[Pokaż szczegóły]"
2015-10-28;2015-11-05;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Niewykonane";"Zasady ustalania podstawy wymiaru składek na ubezpieczenia emerytalne i rentowe; pracownicy zatrudnieni za granicą u polskich pracodawców.";"Dz.U. 1998 r. Nr 161 poz. 1106Rozporządzenie Ministra Pracy i Polityki Socjalnej z dnia 18 grudnia 1998 r. w sprawie szczegółowych zasad ustalania podstawy wymiaru składek na ubezpieczenia emerytalne i rentowe,";"SK 9/14
Data wydania:2015-10-28
Dz.U. 2015 r. poz. 1808
Data ogłoszenia:2015-11-05";"[Pokaż szczegóły]"
2015-10-28;2015-11-04;NA;"Minister Sprawiedliwości";"niezgodny";"Niewykonane";"wydawanie przez rodzinne ośrodki diagnostyczno-konsultacyjne opinii w sprawach innych niż sprawy nieletnich";"Dz.U. 2001 r. Nr 97 poz. 1063Rozporządzenie Ministra Sprawiedliwości z dnia 3 sierpnia 2001 r. w sprawie organizacji i zakresu działania rodzinnych ośrodków diagnostyczno-konsultacyjnych";"U 6/13
Data wydania:2015-10-28
Dz.U. 2015 r. poz. 1796
Data ogłoszenia:2015-11-04";"[Pokaż szczegóły]"
2015-10-27;2015-11-04;NA;"Minister Sprawiedliwości";"niezgodny";"Niewykonane";"Postępowanie karne; zasady udziału podejrzanego (oskarżonego) lub jego obrońcy w posiedzeniu sądu";"Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"K 5/14
Data wydania:2015-10-27
Dz.U. 2015 r. poz. 1788
Data ogłoszenia:2015-11-04";"[Pokaż szczegóły]"
2015-10-21;2015-10-29;NA;"";"zgodny";"Brak konieczności podjęcia prac legislacyjnych";"Kumulacja podstaw odpowiedzialności za prowadzenie gier na automatach poza kasynem gry.";"Dz.U. 2015 r. poz. 612Ustawa z dnia 19 listopada 2009 r. o grach hazardowych";"P 32/12
Data wydania:2015-10-21
Dz.U. 2015 r. poz. 1742
Data ogłoszenia:2015-10-29";"[Pokaż szczegóły]"
2015-10-14;2015-11-23;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Prawo o ustroju sądów powszechnych";"";"Kp 1/15
Data wydania:2015-10-14
M.P 2015 r. poz. 1045
Data ogłoszenia:2015-11-23";"[Pokaż szczegóły]"
2015-10-13;2015-10-22;NA;"Minister Sprawiedliwości";"niezgodny";"Niewykonane";"Zasady pobierania opłaty egzekucyjnej przez komornika";"Dz.U. 2015 r. poz. 790Ustawa z dnia 29 sierpnia 1997 r. o komornikach sądowych i egzekucji";"P 3/14
Data wydania:2015-10-13
Dz.U. 2015 r. poz. 1670
Data ogłoszenia:2015-10-22";"[Pokaż szczegóły]"
2015-10-07;2015-10-16;NA;"Minister Zdrowia";"niezgodny";"Niewykonane";"Prawo do odmowy wykonania świadczenia zdrowotnego niezgodnego z sumieniem";"Dz.U. 2015 r. poz. 464Ustawa z dnia 5 grudnia 1996 r. o zawodach lekarza i lekarza dentysty";"K 12/14
Data wydania:2015-10-07
Dz.U. 2015 r. poz. 1633
Data ogłoszenia:2015-10-16";"[Pokaż szczegóły]"
2015-10-06;2015-10-15;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Niewykonane";"Zasady wypłaty świadczeń z pomocy społecznej";"Dz.U. 2009 r. Nr 175 poz. 1362Ustawa z dnia 12 marca 2004 r. o pomocy społecznej";"SK 19/14
Data wydania:2015-10-06
Dz.U. 2015 r. poz. 1616
Data ogłoszenia:2015-10-15";"[Pokaż szczegóły]

ANALIZA
RCL.DPTK.590.7/2015"
2015-09-22;2015-10-02;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Warunkowe zawieszenie wykonania kary łącznej";"Dz.U. 1997 r. Nr 88 poz. 553Ustawa z dnia 6 czerwca 1997 r. - Kodeks karny";"P 37/14
Data wydania:2015-09-22
Dz.U. 2015 r. poz. 1528
Data ogłoszenia:2015-10-02";"[Pokaż szczegóły]

ANALIZA
RCL.DPTK.590.12/2015"
2015-09-22;2015-10-02;NA;"Minister Sprawiedliwości";"niezgodny";"Niewykonane";"Kodeks postępowania cywilnego - termin do złożenia skargi o wznowienie postępowania";"Dz.U. 2014 r. poz. 101ustawa z dnia 17 listopada 1964 r. – Kodeks postępowania cywilnego";"SK 21/14
Data wydania:2015-09-22
Dz.U. 2015 r. poz. 1527
Data ogłoszenia:2015-10-02";"[Pokaż szczegóły]

ANALIZA
RCL.DPTK.590.5/2015"
2015-07-31;2015-08-13;NA;"Minister Finansów";"niezgodny";"Niewykonane";"Spółdzielcze kasy oszczędnościowo-kredytowe";"Dz.U. 2013 r. poz. 1450Ustawa z dnia 5 listopada 2009 r. o spółdzielczych kasach oszczędnościowo - kredytowych";"K 41/12
Data wydania:2015-07-31
Dz.U. 2015 r. poz. 1158
Data ogłoszenia:2015-08-13";"[Pokaż szczegóły]

ANALIZA
RCL.DPTK.590.4/2015"
2015-07-14;2015-07-24;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Upoważnienie ministra właściwego do spraw transportu do określenia w drodze rozporządzenia sposobu, trybu oraz warunków technicznych gromadzenia, przetwarzania, udostępniania i usuwania przez Głównego Inspektora Transportu Drogowego utrwalonych obrazów i danych. ";"Dz.U. 2005 r. Nr 108 poz. 908Ustawa z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym";"K 2/13
Data wydania:2015-07-14
Dz.U. 2015 r. poz. 1038
Data ogłoszenia:2015-07-24";"[Pokaż szczegóły]

ANALIZA
RCL.DPTK.590.2/2015"
2015-07-14;2015-07-24;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Wywłaszczenie; zwrot wywłaszczonej nieruchomości";"Dz.U. 2015 r. poz. 782Ustawa z dnia 21 sierpnia 1997 r. o gospodarce nieruchomościami";"SK 26/14
Data wydania:2015-07-14
Dz.U. 2015 r. poz. 1039
Data ogłoszenia:2015-07-24";"[Pokaż szczegóły]

ANALIZA
RCL.DPTK.590.1/2015"
2015-06-23;2015-07-01;NA;"Minister Kultury i Dziedzictwa Narodowego";"niezgodny";"Niewykonane";"Prawo autorskie i prawa pokrewne";"Dz.U. 2006 r. Nr 90 poz. 631Ustawa z dnia 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych";"SK 32/14
Data wydania:2015-06-23
Dz.U. 2015 r. poz. 932
Data ogłoszenia:2015-07-01";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO.590.13/2015"
2015-06-16;2015-06-26;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Prawo spółdzielcze";"Dz.U. 2013 r. poz. 1443Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 24 października 2013 r. w sprawie ogłoszenia jednolitego tekstu ustawy – Prawo spółdzielcze";"K 25/12
Data wydania:2015-06-16
Dz.U. 2015 r. poz. 891
Data ogłoszenia:2015-06-26";"[Pokaż szczegóły]

ANALIZA
DPiO 590.12-2015"
2015-06-02;2015-06-12;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Niewykonane";"Zasady tworzenia związków zawodowych";"Dz.U. 2014 r. poz. 167Ustawa z dnia 23 maja 1991 r. o związkach zawodowych";"K 1/13
Data wydania:2015-06-02
Dz.U. 2015 r. poz. 791
Data ogłoszenia:2015-06-12";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO.59.10/2015"
2015-05-12;2015-05-21;NA;"";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Nowelizacja kodeksu karnego wykonawczego; surowsza kara zastępcza niż w orzeczeniach zapadłych pod rządami poprzedniej ustawy.";"Dz.U. 2011 r. Nr 240 poz. 1431Ustawa z dnia 16 września 2011 r. o zmianie ustawy — Kodeks karny wykonawczy oraz niektórych innych ustaw";"SK 62/13
Data wydania:2015-05-12

Data ogłoszenia:2015-05-21";"[Pokaż szczegóły]

ANALIZA
DPO-590-11-15 analiza SK 62/13"
2015-04-21;2015-05-04;2015-06-01;"Minister Zdrowia";"niezgodny";"Wykonane";"Postanowienia regulaminu organizacyjno-porządkowego dla zakładów psychiatrycznych i zakładów leczenia odwykowego przeznaczonych do wykonywania środków zabezpieczających; zasady wydawania rozporządzenia";"Dz.U. 2014 r. poz. 599Obwieszczenie Ministra Zdrowia z dnia 27 lutego 2014 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Ministra Zdrowia w sprawie wykazu zakładów psychiatrycznych i zakładów leczenia odwykowego przeznaczonych do wykonywania środków zabezpieczających oraz składu, trybu powoływania i zadań komisji psychiatrycznej do spraw środków zabezpieczających";"U 8/14
Data wydania:2015-04-21
Dz.U. 2015 r. poz. 602
Data ogłoszenia:2015-05-04";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 590.6-2015
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 907"
2015-04-14;2015-04-23;2015-12-01;"Minister Finansów";"niezgodny";"Wykonane";"Kierowanie przez banki wierzytelności do postępowania egzekucyjnego z pominięciem sądowego postępowania rozpoznawczego";"Dz.U. 2015 r. poz. 128Ustawa z dnia 29 sierpnia 1997 r. – Prawo bankowe";"P 45/12
Data wydania:2015-04-14
Dz.U. 2015 r. poz. 559
Data ogłoszenia:2015-04-23";"[Pokaż szczegóły]

ANALIZA
DPiO-590-9-15
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1854"
2015-04-09;2015-04-16;NA;"Minister Finansów";"niezgodny";"Niewykonane";"Dostęp do dokumentów wytwarzanych przez audytora w trakcie prowadzenia audytu";"Dz.U. 2013 r. poz. 885USTAWA z dnia 27 sierpnia 2009 r. o finansach publicznych";"K 14/13
Data wydania:2015-04-09
Dz.U. 2015 r. poz. 532
Data ogłoszenia:2015-04-16";"[Pokaż szczegóły]

ANALIZA
DPiO-590-7-15"
2015-04-02;2015-04-10;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Postępowanie lustracyjne a immunitet sędziowski";"Dz.U. 2015 r. poz. 133Ustawa z dnia 27 lipca 2001 r. – Prawo o ustroju sądów powszechnych";"P 31/12
Data wydania:2015-04-02
Dz.U. 2015 r. poz. 509
Data ogłoszenia:2015-04-10";"[Pokaż szczegóły]

ANALIZA
DPiO-590-8-15"
2015-03-17;2015-03-27;NA;"Minister Rolnictwa i Rozwoju Wsi";"niezgodny";"Niewykonane";"Wysokość kar pieniężnych za naruszenie przepisów o rybołówstwie; zróżnicowanie podmiotów odpowiedzialnych";"Dz.U. 2005 r. Nr 76 poz. 671Rozporządzenie Ministra Rolnictwa i Rozwoju Wsi z dnia 21 kwietnia 2005 r. w sprawie wysokości kar pieniężnych za naruszenia przepisów o rybołówstwie
Dz.U. 2014 r. poz. 1592Ustawa z dnia 19 lutego 2004 r. o rybołówstwie";"K 31/13
Data wydania:2015-03-17
Dz.U. 2015 r. poz. 442
Data ogłoszenia:2015-03-27";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO.590.4/2015"
2015-03-10;2015-03-17;NA;"Minister Sprawiedliwości
Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Przekształcenie prawa użytkowania wieczystego w prawo własności nieruchomości gminnych";"Dz.U. 2012 r. poz. 83Ustawa z dnia 29 lipca 2005 r. o przekształceniu prawa użytkowania wieczystego w prawo własności nieruchomości";"K 29/13
Data wydania:2015-03-10
Dz.U. 2015 r. poz. 373
Data ogłoszenia:2015-03-17";"[Pokaż szczegóły]

ANALIZA
DPiO-590-2-15"
2015-03-03;2015-03-10;NA;"Minister Spraw Wewnętrznych
Minister Finansów";"niezgodny";"Niewykonane";"Uprawnienia emerytalne funkcjonariuszy Służby Celnej";"Dz.U. 2013 r. poz. 667Ustawa z dnia 18 lutego 1994 r. o zaopatrzeniu emerytalnym funkcjonariuszy Policji, Agencji Bezpieczeństwa Wewnętrznego, Agencji Wywiadu, Służby Kontrwywiadu Wojskowego, Służby Wywiadu Wojskowego, Centralnego Biura Antykorupcyjnego, Straży Granicznej, Biura Ochrony Rządu, Państwowej Straży Pożarnej i Służby Więziennej oraz ich rodzin";"K 39/13
Data wydania:2015-03-03
Dz.U. 2015 r. poz. 334
Data ogłoszenia:2015-03-10";"[Pokaż szczegóły]

ANALIZA
DPiO-590-3-15"
2015-02-24;2015-03-03;2015-08-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Zaskarżenie orzeczenia w przedmiocie kosztów procesu zasądzonych po raz pierwszy przez sąd odwoławczy";"Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"K 34/12
Data wydania:2015-02-24
Dz.U. 2015 r. poz. 290
Data ogłoszenia:2015-03-03";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-23-15
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1185"
2015-02-12;2015-05-20;NA;"";"niezgodny";"Niewykonane";"Zwolnienie z podatku akcyzowego; prawo własności";"Dz.U. 2002 r. Nr 27 poz. 269Rozporządzenie Ministra Finansów z dnia 22 marca 2002 r. w sprawie podatku akcyzowego";"SK 14/12
Data wydania:2015-02-12
Dz.U. 2015 r. poz. 235
Data ogłoszenia:2015-05-20";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-22-15"
2015-02-10;2015-02-18;NA;"Minister Finansów";"niezgodny";"Niewykonane";"Podatek dochodowy od osób prawnych; możliwość amortyzacji wartości niematerialnych i prawnych";"Dz.U. 1999 r. Nr 95 poz. 1101Ustawa z dnia 20 listopada 1999 r. o zmianie ustawy o podatku dochodowym od osób prawnych.";"P 10/11
Data wydania:2015-02-10
Dz.U. 2015 r. poz. 226
Data ogłoszenia:2015-02-18";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-24/15"
2015-02-05;2015-02-10;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Spółdzielnie mieszkaniowe; zasady uzyskania członkostwa";"Dz.U. 2013 r. poz. 1443Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 24 października 2013 r. w sprawie ogłoszenia jednolitego tekstu ustawy – Prawo spółdzielcze
Dz.U. 2013 r. poz. 1222Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 7 sierpnia 2013 r. w sprawie ogłoszenia jednolitego tekstu ustawy o spółdzielniach mieszkaniowych";"K 60/13
Data wydania:2015-02-05
Dz.U. 2015 r. poz. 201
Data ogłoszenia:2015-02-10";"[Pokaż szczegóły]

ANALIZA
RCL DPiO.5604-18-15"
2015-01-20;2015-01-27;2015-05-01;"";"niezgodny";"Wykonane";"Zakaz przetwarzania tzw. danych wrażliwych (przetwarzanie danych osobowych przez upoważnionych przedstawicieli NIK";"Dz.U. 2012 r. poz. 82Ustawa z dnia 23 grudnia 1994 r. o Najwyższej Izbie Kontroli";"K 39/12
Data wydania:2015-01-20
Dz.U. 2015 r. poz. 142
Data ogłoszenia:2015-01-27";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-17-15
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 684"
2014-12-18;2015-01-07;2015-12-01;"Minister Zdrowia";"niezgodny";"Wykonane";"System informacji w ochronie zdrowia; przyznanie ministrowi właściwemu do spraw zdrowia kompetencji do tworzenia rejestrów danych na podstawie rozporządzenia";"Dz.U. 2011 r. Nr 113 poz. 657Ustawa z dnia 28 kwietnia 2011 r. o systemie informacji o ochronie zdrowia";"K 33/13
Data wydania:2014-12-18
Dz.U. 2015 r. poz. 16
Data ogłoszenia:2015-01-07";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-3-15
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1991"
2014-12-18;2015-01-07;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Zagospodarowanie przestrzenne; miejscowe plany zagospodarowania przestrzennego; rezerwacja gruntów na cele publiczne";"Dz.U. 2012 r. poz. 647Ustawa z dnia 27 marca 2003 r. o planowaniu i zagospodarowaniu przestrzennym";"K 50/13
Data wydania:2014-12-18
Dz.U. 2015 r. poz. 22
Data ogłoszenia:2015-01-07";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-7_15"
2014-12-16;2014-12-23;2015-03-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Obowiązki i uprawnienia kuratorów sądowych";"Dz.U. 2013 r. poz. 335Rozporządzenie Ministra Sprawiedliwości z dnia 26 lutego 2013 r. w sprawie sposobu wykonywania obowiązków i uprawnień przez kuratorów sądowych w sprawach karnych wykonawczych";"U 2/14
Data wydania:2014-12-16
Dz.U. 2014 r. poz. 1875
Data ogłoszenia:2014-12-23";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-5-15
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 396"
2014-12-10;2014-12-12;NA;"Minister Rolnictwa i Rozwoju Wsi";"niezgodny";"Niewykonane";"Ubój rytualny";"Dz.U. 2013 r. poz. 856Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 19 kwietnia 2013 r. w sprawie ogłoszenia jednolitego tekstu ustawy o ochronie zwierząt";"K 52/13
Data wydania:2014-12-10
Dz.U. 2014 r. poz. 1794
Data ogłoszenia:2014-12-12";"[Pokaż szczegóły]"
2014-12-09;2014-12-18;NA;"Minister Rolnictwa i Rozwoju Wsi";"niezgodny";"Niewykonane";"Ograniczenie możliwości przeniesienia praw i obowiązków związanych z prowadzeniem uprawy leśnej tylko do sprzedaży lub spadkobrania";"Dz.U. 2003 r. Nr 46 poz. 392Ustawa z dnia 14 lutego 2003 r. o zmianie ustawy o przeznaczeniu gruntów rolnych do zalesienia oraz ustawy — Prawo ochrony środowiska
Dz.U. 2001 r. Nr 73 poz. 764Ustawa z dnia 8 czerwca 2001 r. o przeznaczeniu gruntów rolnych do zalesienia";"K 46/13 
Data wydania:2014-12-09
Dz.U. 2014 r. poz. 1826
Data ogłoszenia:2014-12-18";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-2-15"
2014-11-18;2014-11-26;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Niewykonane";"Prawo do dodatku do zasiłku rodzinnego; świadczenia pielęgnacyjne na dziecko";"Dz.U. 2013 r. poz. 1456ustawa z dnia 28 listopada 2003 r. o świadczeniach rodzinnych";"SK 7/11
Data wydania:2014-11-18
Dz.U. 2014 r. poz. 1652
Data ogłoszenia:2014-11-26";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-130-14"
2014-11-04;2014-11-13;2015-09-01;"Minister Infrastruktury i Rozwoju
Minister Spraw Wewnętrznych";"niezgodny";"Wykonane";"Ograniczanie uprawnień osób niepełnosprawnych kierujących pojazdami do niestosowania się do niektórych znaków drogowych dotyczących zakazu ruchu lub postoju";"Dz.U. 2003 r. Nr 220 poz. 2181Rozporządzenie Ministra Infrastruktury z dnia 3 lipca 2003 r. w sprawie szczegółowych warunków technicznych dla znaków i sygnałów drogowych oraz urządzeń bezpieczeństwa ruchu drogowego i warunków ich umieszczania na drogach";"U 4/14
Data wydania:2014-11-04
Dz.U. 2014 r. poz. 1567
Data ogłoszenia:2014-11-13";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-123-14
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1314"
2014-10-28;2014-11-05;2015-08-01;"Minister Spraw Zagranicznych";"niezgodny";"Wykonane";"Tryb postępowania przed konsulem Rzeczypospolitej Polskiej.";"M.P. 1985 r. Nr 35 poz. 233Zarządzenie Ministra Spraw Zagranicznych z dnia 4 listopada 1985 r. w sprawie szczegółowego trybu postępowania przed konsulem
Dz.U. 2002 r. Nr 215 poz. 1823Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 2 grudnia 2002 r. wsprawie ogłoszenia jednolitego tekstu ustawy ofunkcjach konsulów Rzeczypospolitej Polskiej";"K 8/14
Data wydania:2014-10-28
Dz.U. 2014 r. poz. 1521
Data ogłoszenia:2014-11-05";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-120-14
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1274"
2014-10-21;2014-10-23;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Niewykonane";"Prawo do świadczenia pielęgnacyjnego";"Dz.U. 2013 r. poz. 1456ustawa z dnia 28 listopada 2003 r. o świadczeniach rodzinnych";"K 38/13
Data wydania:2014-10-21
Dz.U. 2014 r. poz. 1443
Data ogłoszenia:2014-10-23";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-114/14"
2014-09-30;2014-10-10;2015-03-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Uprawnienia pokrzywdzonego w procesie karnym; pokrzywdzony - oskarżyciel posiłkowy";"Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"SK 22/13
Data wydania:2014-09-30
Dz.U. 2014 r. poz. 1375
Data ogłoszenia:2014-10-10";"[Pokaż szczegóły]

ANALIZA
DPiO.5604-98/14
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 396"
2014-09-30;2014-10-10;2015-04-01;"Minister Spraw Wewnętrznych";"niezgodny";"Wykonane";"Wysokość grzywien za wykroczenia";"Dz.U. 2013 r. poz. 1624Obwieszczenie Prezesa Rady Ministrów z dnia 4 października 2013 r. w sprawie ogłoszenia jednolitego tekstu rozporządzenia Prezesa Rady Ministrów w sprawie wysokości grzywien nakładanych w drodze mandatów karnych za wybrane rodzaje wykroczeń";"U 4/13
Data wydania:2014-09-30
Dz.U. 2014 r. poz. 1374
Data ogłoszenia:2014-10-10";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-111-14
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 506"
2014-09-18;2014-10-03;2015-10-01;"Minister Administracji i Cyfryzacji";"niezgodny";"Wykonane";"Prawo o zgromadzeniach";"Dz.U. 2013 r. poz. 397Ustawa z dnia 5 lipca 1990 r. Prawo o zgromadzeniach";"K 44/12
Data wydania:2014-09-18
Dz.U. 2014 r. poz. 1327
Data ogłoszenia:2014-10-03";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-104/14
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1485"
2014-07-30;2014-08-06;NA;"Minister Spraw Wewnętrznych";"niezgodny";"Niewykonane";"Określenie katalogu zbieranych informacji o jednostce za pomocą środków technicznych w działaniach operacyjnych; zasady niszczenia pozyskanych danych";"Dz.U. 2010 r. Nr 29 poz. 154Ustawa z dnia 24 maja 2002 r. o Agencji Bezpieczeństwa Wewnętrznego oraz Agencji Wywiadu
Dz.U. 2011 r. Nr 287 poz. 1687Ustawa z dnia 6 kwietnia 1990 r. o Policji
Dz.U. 2013 r. poz. 1404Ustawa z dnia 27 sierpnia 2009 r. o Służbie Celnej
Dz.U. 2012 r. poz. 621Ustawa z dnia 9 czerwca 2006 r. o Centralnym Biurze Antykorupcyjnym
Dz.U. 2014 r. poz. 253Ustawa z dnia 9 czerwca 2006 r. o o Służbie Kontrwywiadu Wojskowego oraz Służbie Wywiadu Wojskowego
Dz.U. 2013 r. poz. 568Ustawa z dnia 24 sierpnia 2001 r. o Żandarmerii Wojskowej i wojskowych organach porządkowych
Dz.U. 2011 r. Nr 41 poz. 214Ustawa z dnia 28 września 1991 r. o kontroli skarbowej
Dz.U. 2011 r. Nr 116 poz. 675Ustawa z dnia 12 października 1990 r. o Straży Granicznej";"K 23/11
Data wydania:2014-07-30
Dz.U. 2014 r. poz. 1055
Data ogłoszenia:2014-08-06";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-99-14 "
2014-07-29;2014-08-06;2015-02-01;"Minister Finansów";"niezgodny";"Wykonane";"Podatek dochodowy od osób fizycznych; podatek od dochodów nieujawnionych";"Dz.U. 2012 r. poz. 361Ustawa z dnia 26 lipca 1991 r. o podatku dochodowym od osób fizycznych";"P 49/13
Data wydania:2014-07-29
Dz.U. 2015 r. poz. 251
Data ogłoszenia:2014-08-06";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-95-14
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 251"
2014-07-28;2014-08-06;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Prawo przewozowe; penalizacja zachowania podróżnego, który w czasie kontroli biletów nie pozostał w miejscu przeprowadzenia kontroli do czasu przybycia Policji lub innych organów porządkowych.";"Dz.U. 2012 r. poz. 1173Obwieszczenie Marszałka Sejmu Rzeczypospolitej Polskiej z dnia 30 sierpnia 2012 r. w sprawie ogłoszenia jednolitego tekstu ustawy – Prawo przewozowe";"K 16/12
Data wydania:2014-07-28
Dz.U. 2014 r. poz. 1051
Data ogłoszenia:2014-08-06";"[Pokaż szczegóły]

ANALIZA
DPiO 5064-82_14"
2014-07-22;2014-07-29;NA;"Minister Zdrowia";"niezgodny";"Niewykonane";"Przetwarzanie danych osobowych potencjalnych dawców szpiku";"Dz.U. 2005 r. Nr 169 poz. 1411Ustawa z dnia 1 lipca 2005 r. o pobieraniu, przechowywaniu i przeszczepianiu komórek, tkanek i narządów";"K 25/13
Data wydania:2014-07-22
Dz.U. 2014 r. poz. 1000
Data ogłoszenia:2014-07-29";"[Pokaż szczegóły]"
